preco;ano_lanc;mes_lanc;dorm;banh;garag;area_util;meses_entrega;pq_proximo;fav_proxima;met_proximo;cptm_proxima;preco_m2u
71499,89844;2;9;1;1;1;32,38000107;17;265,4645996;701,2636719;2095,166992;2353,518066;2208,149902
468659,1875;3;5;4;3;3;168,0299988;30;2092,318115;739,0095825;3985,184082;513,2368774;2789,139893
316789,9063;3;11;3;2;2;107,0199966;27;346,0510864;3354,10498;521,4691162;3112,113037;2960,100098
48499,87109;4;3;2;1;1;51,59999847;15;847,9481812;529,4495239;16578,66992;4738,972168;939,9199829
444164,1563;7;8;4;3;2;138,1000061;30;1628,912964;1248,696045;3496,23999;736,0988159;3216,25
648700,4375;7;9;3;3;3;141,75;36;393,3106995;508,865387;1347,079956;4459,992188;4576,370117
281600,1875;7;6;2;2;1;71;27;1236,980957;1763,631958;578,3757935;4308,528809;3966,199951
69099,98438;2;4;1;1;1;40,86000061;26;1012,64801;1877,281006;343,1014099;343,1577148;1691,140015
58999,94141;4;2;2;1;1;38;10;425,8775024;237,3540039;6578,755859;913,1019897;1552,630005
486000,2188;2;7;2;2;2;121,7099991;5;1084,104004;1208,10498;1252,42395;1461,938965;3993,100098
1081300,125;3;9;4;4;4;270,8599854;36;1217,875;2470,676025;1132,920044;2511,908936;3992,100098
461595,0938;5;10;4;3;2;150,6300049;38;754,5839844;857,8436279;4699,24707;703,5908813;3064,429932
242029,7031;7;4;3;2;2;72,13999939;36;323,4943848;1220,465942;1956,093994;920,8823242;3355
538527,875;4;10;4;4;3;169,0299988;36;1301,610962;347,8009949;1080,426025;4762,813965;3185,98999
67999,85156;3;3;2;1;1;44,68999863;12;447,1658936;1277,095947;727,0496216;704,237915;1521,589966
241560,0469;2;3;2;2;1;71,41000366;23;100,3554993;3659,711914;224,6313934;3529,698975;3382,719971
83999,99219;2;6;2;1;1;56,22000122;0;1617,972046;233,603302;888,020813;6315,803223;1494,130005
64999,90625;3;10;2;1;1;47,06999969;18;2439,624023;969,5966187;4919,295898;1658,420044;1380,920044
72192,03125;5;11;2;1;1;46,02000046;27;871,1824951;78,38934326;1473,172974;6582,64209;1568,709961
131109,7813;2;3;2;2;1;69,40000153;25;612,144104;759,1790161;2485,604004;811,6231079;1889,189941
450000;3;12;4;2;3;120;3;1813,129028;129,0115967;441,2874146;2064,227051;3750
575000,375;5;8;4;3;3;205;31;3470,466064;1685,177002;1195,021973;4769,220215;2804,879883
834899,625;6;6;4;3;3;160,9199982;18;689,0645752;1257,772949;2685,108887;3144,189941;5188,290039
285999,75;6;12;3;2;2;101,0999985;36;771,4440918;490,4332886;1588,667969;2830,305908;2828,879883
759660;5;5;4;4;3;220;36;564,6290283;429,5848083;1325,31604;1644,717041;3453
204999,5781;2;6;4;2;2;105,3300018;33;4247,12793;1620,396973;1863,823975;4631,958008;1946,26001
137002,4531;2;12;2;2;1;56,04999924;21;2076,090088;2072,48999;1818,708008;1497,713989;2444,290039
364582,1563;6;9;4;2;2;130,0500031;36;290,4689026;1321,852051;4829,532227;2167,253906;2803,399902
273708,625;5;12;3;2;2;95,87999725;28;214,1374054;646,1503296;5146,305176;478,5004883;2854,699951
320000,375;5;3;3;2;2;120;27;1060,370972;726,6309204;428,5651855;3667,269043;2666,669922
102200,2656;4;3;3;1;1;60,25;28;1314,870972;2237,656982;288,8985901;2335,861084;1696,27002
549899,25;4;10;4;3;3;162;36;887,2039795;1830,610962;3399,048096;1918,411011;3394,439941
469999,4375;3;10;3;2;2;122,5;26;1061,177002;2255,082031;2696,751953;1909,879028;3836,72998
388149,9375;6;12;3;3;3;116;29;1394,81604;595,7963867;516,0314941;3225,217041;3346,120117
473949,5938;5;9;3;2;2;121,4199982;27;1573,749023;2050,113037;719,6130981;791,1677246;3903,389893
140799,6875;5;10;3;2;1;71,30000305;30;2501,562988;464,6072083;2449,716064;2141,24707;1974,75
920001;7;12;4;4;5;216,5599976;8;432,2402954;475,4417114;2711,260986;891,2642212;4248,25
262299,7813;7;9;3;2;2;83,76999664;25;3819,238037;2042,255005;1370,631958;4161,498047;3131,189941
558699,6875;7;12;4;3;3;131,1199951;31;1541,473999;678,9957275;826,1099243;5093,778809;4260,97998
150519,8125;2;8;2;2;1;70,51000214;25;2847,141113;1909,60498;1883,343994;926,6237793;2134,72998
165216,875;6;8;2;1;1;47,5;18;1129,156006;1524,973022;176,0825958;3981,333008;3478,25
77999,82031;7;6;2;1;1;39,59000015;29;2254,302002;20,56846046;1767,769043;1953,730957;1970,189941
200000,25;7;11;3;2;2;75;18;2563,052002;289,1058044;2627,315918;6672,188965;2666,669922
199700,25;2;3;4;2;2;105,2399979;17;2760,339111;2009,55896;1934,573975;850,3856812;1897,569946
727999,8125;5;1;4;4;5;220;4;3511,560059;1584,300049;1321,61499;4808,26416;3309,090088
1026640,563;6;8;3;3;3;141,2100067;21;803,6295776;1596,119995;3030,454102;2850,852051;7270,310059
519749,5625;5;10;4;3;3;151;35;1737,291016;1208,317017;926,4332886;1366,932983;3442,050049
255999,5156;3;4;3;2;2;94,52999878;18;3112,821045;2186,284912;2173,018066;669,8983765;2708,129883
3220000,25;5;10;4;4;5;415,6700134;36;142,7373962;613,3317261;4198,704102;701,8894043;7746,529785
280200,0313;4;10;3;2;2;89,56999969;33;601,6542969;3019,211914;449,6359863;2950,248047;3128,280029
57000,10156;2;11;2;1;1;45,68999863;15;3324,602051;1217,332031;1111,102051;4003,215088;1247,540039
110000,1172;3;9;3;1;1;76;0;408,7793884;353,2821045;6845,103027;4705,058105;1447,369995
88599,75;5;2;2;1;1;51;28;3200,301025;169,8202972;2723,0979;4117,866211;1737,25
236200,2188;5;11;3;2;2;80,80000305;30;750,7172852;2637,993896;1673,100952;1796,317017;2923,27002
94999,78125;7;8;2;1;1;52,77999878;24;1579,562988;542,8922119;2060,406006;1725,427002;1799,920044
5989499,5;6;12;4;4;6;605,8499756;5;924,1652222;1334,543945;381,2484131;1438,416016;9886,110352
91199,86719;8;3;2;1;1;46,70999908;12;4628,540039;496,3041992;4354,145996;3773,633057;1952,469971
168580,8594;3;1;3;2;2;105,5199966;33;2219,993896;966,9066162;767,7432251;5156,61377;1597,619995
54999,87891;2;11;2;1;1;51,08000183;10;1307,328003;404,2741089;1544,099976;1588,613037;1076,73999
351500,1875;5;3;2;2;2;78,12000275;33;715,8015137;2614,243896;637,4644165;4123,933105;4499,490234
673139,8125;6;11;4;4;3;207,4799957;30;157,5321045;635,5806274;1042,015015;1793,94104;3244,360107
627800,75;3;5;4;3;3;194,8300018;28;1292,209961;933,555481;700,2406006;2774,583984;3222,300049
1305999,125;3;10;4;4;5;327,4100037;30;829,7108154;1557,062988;882,9943848;4386,916016;3988,879883
1022799,75;7;3;4;4;4;245,0800018;36;891,1480713;514,5026245;1028,401978;4715,257813;4173,330078
218900,0781;4;11;3;2;2;79,19999695;25;2513,416016;1007,033997;547,4666748;5120,824219;2763,889893
104000;6;3;3;1;1;65;24;565,4616699;389,6765137;2071,049072;1468,161987;1600
443999,8438;6;11;3;2;2;135,0500031;31;817,3790894;975,1630249;1739,267944;2201,638916;3287,669922
2880000;4;7;4;4;5;360;36;40,43738174;834,3043823;3895,13501;460,1081848;8000
274999,625;5;5;3;2;2;157;0;622,5360107;1246,911011;2570,873047;4224,25293;1751,589966
555500,3125;5;2;4;3;3;158,1999969;28;2179,762939;1759,82605;1575,484009;1359,463989;3511,379883
141599,7188;4;10;2;1;1;61,65999985;29;2894;1826,063965;1743,791016;1673,833984;2296,459961
1935998,5;5;3;4;4;5;316,019989;32;1623,337036;918,4035034;1891,23999;4048,949951;6126,189941
643500,6875;6;3;4;4;4;196,8500061;38;909,0814209;11,45096016;2679,092041;4390,210938;3268,98999
414568,25;7;9;4;3;2;160,8200073;36;1631,435059;169,5957031;3010,72998;3032,730957;2577,840088
589149,8125;5;2;4;4;4;264,8399963;35;3486,812988;1778,999023;1109,696045;4663,303223;2224,550049
187539,2969;3;1;3;2;2;90;18;2313,297119;1377,102051;390,226593;5750,971191;2083,77002
110999,8047;3;4;2;1;1;58,02000046;30;1424,630981;1587,203003;671,1520996;688,7739868;1913,130005
658000,9375;2;11;4;3;4;221;10;1526,813965;1164,166016;868,0537109;2123,712891;2977,379883
373079,9688;7;10;3;2;2;114,1999969;27;2579,655029;1168,333008;1537,620972;3543,543945;3266,899902
1021998,813;5;4;4;4;4;280,8699951;35;1482,088013;1944,124023;1496,593994;1785,593018;3638,689941
78800,13281;4;12;2;1;1;47,84000015;20;319,6325073;444,3377991;5198,429199;2876,072998;1647,160034
175000,2188;3;2;1;1;1;47,16999817;0;1062,452026;485,7341919;3630,449951;2549,062988;3709,98999
90299,96094;3;2;3;2;1;69,5;12;1713,31604;2070,895996;1239,958008;410,8894958;1299,280029
503000,125;4;10;3;2;2;131,5899963;14;929,0880737;2155,373047;2854,420898;1955,661011;3822,47998
1044001,063;7;3;4;4;4;224,8500061;39;2015,015015;2257,503906;1573,832031;1422,567993;4643,100098
207900,125;6;5;2;2;1;56,66999817;23;1251,629028;1299,251953;4172,14502;1572,769043;3668,610107
76000,03125;8;3;2;1;1;45,75999832;9;62,40877914;114,7082977;4951,75;823,6989746;1660,839966
2232810,25;3;11;4;4;5;438,269989;30;1029,291016;2127,450928;1196,381958;1373,386963;5094,600098
775000,375;5;4;4;4;4;192,1799927;37;1292,415039;1611,457031;697,8903198;936,6035767;4032,679932
325630,25;4;10;3;2;2;104;15;634,2631836;955,255127;2536,9021;1105,57605;3131,060059
266141,9063;3;3;3;2;2;102,5199966;19;400,0187073;1496,608032;568,7421265;3487,143066;2596
185000,0313;6;8;3;2;1;70,01000214;0;1600,057007;190,5670013;214,2433014;6044,540039;2642,47998
328999,6875;4;9;2;2;2;79,08000183;31;692,781311;2718,138916;497,308197;3893,961914;4160,339844
140000,2344;6;2;2;2;2;60,74000168;22;3083,153076;1853,625977;2154,987061;1494,511963;2304,909912
323139,625;5;8;3;2;2;107,0299988;13;2360,737061;1432,093994;548,0374146;4776,851074;3019,149902
64639,81641;2;11;2;1;1;46,66999817;21;1606,07605;1147,053955;1212,891968;4280,875;1385,040039
79799,99219;5;8;1;1;1;34,63000107;18;251,5731964;395,7423096;522,9541016;5873,758789;2304,360107
198790,25;3;3;3;2;2;75,01999664;30;2100,99292;1514,354004;1347,189941;1503,338989;2649,830078
188000,0156;4;11;2;2;2;60,09999847;17;925,5463257;1675,422974;3714,539063;1946,427002;3128,120117
105962,6953;3;12;3;2;1;69,40000153;36;3160,665039;703,9384766;2782,541992;5523,937012;1526,839966
68499,85938;3;1;2;1;1;47,40999985;22;1336,05603;1764,412964;205,6717987;1115,901978;1444,839966
126444,8594;3;12;2;1;1;51,5;36;1072,749023;1021,039001;4391,78418;1009,59198;2455,23999
420000;7;11;3;2;2;112;7;2473,743896;1681,095947;566,8900757;5565,665039;3750
121000,2031;3;8;1;1;1;43,70999908;0;517,8640137;2852,466064;385,9484863;3883,337891;2768,25
558362,5;5;3;4;3;3;180,7799988;29;1634,597046;787,4011841;3923,490967;1722,682007;3088,629883
349144,6563;2;11;4;3;3;140,1000061;30;2144,708008;1840,822021;3032,895996;1473,810059;2492,110107
148000,2813;2;11;3;2;2;80,19999695;30;1797,66394;1045,312012;425,7319031;3226,861084;1845,390015
356999,375;6;6;4;3;3;126,2200012;35;3435,139893;1755,999023;1654,833984;3737,794922;2828,389893
109999,7813;4;8;3;2;1;61,29999924;21;643,8358765;284,4006042;7777,470215;1575,344971;1794,449951
569000,1875;4;11;4;3;3;156,1900024;34;963,8197021;1124,410034;277,9855957;1634,428955;3643
319999,9688;6;3;2;2;2;80,01999664;9;1386,805054;2057,020996;383,4906921;4292,314941;3999
731178,8125;5;3;4;4;4;245,8000031;29;963,9439087;827,3875732;1755,67395;2135,068115;2974,689941
602000,375;8;3;4;3;3;148,5500031;30;1363,76001;861,012085;2971,042969;1726,907959;4052,51001
91915,91406;7;6;2;2;1;51,36000061;13;1933,432983;286,0097961;678,2155762;2729,791016;1789,640015
244259,7969;5;10;3;2;2;85,55000305;29;3028,86792;1919,932007;1949,350952;988,0714722;2855,169922
109011,8125;2;10;1;1;1;45,31999969;21;565,539978;1514,285034;512,828186;1650,921021;2405,379883
526000,625;3;12;4;3;3;138,8000031;30;1099,676025;1538,560059;567,7598267;4377,368164;3789,629883
831299,875;5;10;4;3;4;234,0200043;32;2289,842041;1742,406982;2919,965088;1687,748047;3552,26001
2451999,25;4;7;4;4;5;306,7099915;27;363,8400879;1848,614014;3195,516113;2546,429932;7994,52002
101999,7891;7;7;2;1;1;47,77999878;20;1487,63501;2101,412109;360,9641113;2160,684082;2134,780029
225900,2656;6;7;3;2;1;70,87000275;32;1708,312988;2365,799072;1438,016968;1379,072998;3187,530029
457999,5;6;10;4;3;3;144,8600006;27;2210,64502;447,1115112;1529,005005;4889,319824;3161,669922
74880,0625;7;12;2;1;1;44,79999924;30;4730,960938;542,6552734;4660,397949;4701,352051;1671,430054
174999,9531;4;3;3;2;2;93;30;2957,563965;1040,41394;4370,037109;2064,677979;1881,719971
328905,0938;3;10;3;2;2;100,6500015;30;2855,587891;1581,32605;2703,352051;1834,762939;3267,810059
1049337,25;6;10;4;3;3;204;36;1247,194946;1200,505005;2449,625;3481,499023;5143,810059
304999,6563;5;3;3;3;2;106,4300003;30;2919,407959;1155,378052;1191,743042;5383,14209;2865,72998
175900,125;8;3;3;2;1;64,01000214;30;1191,935059;640,1115112;5765,390137;3085,531982;2748,01001
77399,875;3;4;3;1;1;55,31999969;17;1691,121948;397,796814;4543,61084;6181,10791;1399,130005
1286691,75;5;12;5;5;5;366,3200073;29;2189,730957;1656,267944;3028,73999;1621,430054;3512,47998
59000,05469;4;7;1;1;1;29,53000069;4;706,4307251;409,1774902;631,5977173;6588,440918;1997,969971
59000,07813;7;8;2;1;0;42,56000137;18;2040,702026;1071,875;437,8322144;3321,751953;1386,280029
211299,8906;5;6;3;2;2;81,69999695;29;278,6624146;752,7554932;6886,859863;2905,904053;2586,290039
589006,9375;5;7;4;3;3;167,3899994;26;413,9148865;1944,699951;591,4116211;3259,907959;3518,77002
2716843,75;4;3;5;5;9;625;51;1249,473999;1259,057983;2164,964111;2410,319092;4346,950195
565949,1875;3;10;4;4;4;195,8200073;30;340,577301;565,2354126;1454,994995;2216,89209;2890,149902
155999,8594;2;8;2;2;1;62,02999878;28;1667,342041;2073,185059;1685,968994;1621,791992;2514,909912
425339,6875;7;12;4;3;2;141,3999939;30;581,3115234;310,0521851;2572,050049;688,1425171;3008,060059
132999,9375;4;12;2;2;1;63;11;393,6593018;811,8905029;441,1429138;6356,182129;2111,110107
136800,1875;5;12;3;2;1;63,13000107;24;1283,063965;215,1833038;5909,22998;2648,688965;2166,959961
547000,5;3;11;4;3;4;170;20;2041,296021;1954,812012;1688,666992;1714,607056;3217,649902
1798799,5;4;7;4;4;5;370;36;156,225296;1027,38501;3699,60791;530,2139282;4861,620117
129670,1406;7;4;3;1;1;61;30;414,7822876;1069,765991;1560,608032;2002,526001;2125,73999
412999,4375;6;10;4;2;2;126,2200012;35;603,9885864;1238,936035;1945,777954;2153,804932;3272,060059
71000,16406;6;12;2;1;1;44;15;1323,310059;414,8711853;3115,849121;523,4421997;1613,640015
3320400,5;7;9;4;4;4;310;29;440,3265991;1124,432007;3753,436035;326,0140991;10710,96973
61500,23438;3;2;2;1;1;47,84000015;13;2631,806885;559,3618774;1593,401978;5355,98584;1285,540039
1299100,75;4;11;4;4;4;245,0500031;6;1460,963989;616,710083;4969,084961;1085,848022;5301,370117
379999,5625;3;6;3;3;3;155;13;248,4906006;2358,547119;840,4151001;2814,350098;2451,610107
76321,39844;5;12;2;1;1;45,54000092;13;2695,841064;261,2640076;5210,458008;2935,216064;1675,920044
552000,4375;7;5;3;3;2;140;23;1634,130005;1887,482056;1574,901978;1795,697021;3942,860107
74999,92188;2;12;2;1;1;46,25;13;107,2692032;283,6585083;1991,514038;1838,355957;1621,619995
506999,6875;7;10;3;2;2;120,8099976;38;517,4959717;2821,89502;860,4163208;2578,801025;4196,669922
182000,2813;7;12;2;2;1;66;31;771,980896;769,0875244;654,7211914;1443,891968;2757,580078
166000;6;12;3;2;2;64;24;1375,22998;1214,452026;1319,133057;4427,042969;2593,75
303929,9375;5;3;1;1;1;76,94000244;27;1097,817017;1187,682983;4239,976074;1461,973999;3950,219971
55000,22266;3;2;2;1;1;63,16999817;10;4313,36084;314,5714111;3947,751953;6308,986816;870,6699829
485000,125;4;10;3;3;3;132,2200012;0;1617,869019;645,2681885;488,3862915;3111,205078;3668,129883
203810,0781;3;8;2;2;1;67,62000275;26;376,2745056;2140,959961;1636,511963;2478,608887;3014,050049
308115,2813;7;7;4;2;2;108,0999985;30;1051,015991;797,6807251;2158,041992;1150,875977;2850,280029
490000,1875;2;7;4;3;4;242,6199951;0;1589,472046;13,76185036;5003,714844;429,1687012;2019,619995
64999,82422;7;4;2;1;1;58,84999847;0;1377,045044;615,0117798;10922,66016;2354,00708;1104,5
329999,875;3;10;4;3;3;130,1600037;38;1984,021973;1490,890015;1294,251953;1601,206055;2535,340088
486500,3438;4;6;2;2;2;104,8700027;36;587,0968018;1222,074951;3734,093994;1100,685059;4639,080078
394678,25;6;11;4;2;2;133,1600037;37;860,7376099;790,3983154;3258,013916;1034,839966;2963,939941
160000;3;12;2;2;1;64,5;30;555,0839844;1840,894043;1645,333008;2662,846924;2480,620117
1260000;4;10;4;4;5;240;17;951,6080933;1766,235962;5497,583984;2194,510986;5250
532879,1875;3;7;3;2;2;128,4299927;33;1116,256958;1500,22998;3802,094971;1751,241943;4149,180176
59000,17578;2;8;2;1;1;46,20000076;24;1041,881958;1649,916016;945,8748169;2191,126953;1277,060059
403699,625;5;5;4;3;2;142,8999939;29;868,619873;1089,055054;1316,82605;1845,509033;2825,050049
2910999,75;4;5;3;3;4;331,2200012;31;1098,180054;3181,990967;1007,349976;3177,170898;8788,719727
580000,75;6;6;3;3;3;164;8;201,4107971;518,8450928;1150,732056;1949,792969;3536,590088
123000,0156;5;12;3;2;1;64,83000183;24;983,9758911;45,38895035;7968,62207;1141,962036;1897,27002
249499,7969;5;1;3;2;2;85,33000183;23;2245,656982;535,6500244;513,7946167;3992,36792;2923,939941
752499,875;4;1;3;3;3;166,8000031;31;645,729187;2029,064941;3412,438965;2336,099121;4511,390137
2218918,75;5;5;4;4;5;319,3299866;35;707,0795288;1894,51001;3558,003906;2150,970947;6948,669922
118700,0078;6;6;2;2;1;53,34999847;24;1160,06897;979,8171997;4369,033203;1558,328979;2224,929932
1754925;5;3;4;4;5;272;5;378,0964966;1340,541992;2730,751953;3024,839111;6451,930176
626289,625;7;4;4;3;2;131,1000061;29;967,7608032;3079,449951;689,0919189;3233,071045;4777,189941
461856,625;3;9;4;3;3;177,0399933;36;263,0339966;493,0364075;1551,807983;2148,464111;2608,77002
92500,03125;3;1;1;1;1;33,54999924;24;607,0706787;984,5919189;952,2727051;4452,855957;2757,080078
256200,2656;7;3;3;2;2;79,38999939;30;621,0662231;2737,991943;1573,442017;1951,448975;3227,110107
219999,5938;3;10;3;2;3;90;31;1016,677979;1505,959961;2440,695068;1921,207031;2444,439941
185281,9844;4;4;1;1;1;45,38999939;4;1051,884033;1202,472046;4136,870117;1476,374023;4082
474800;4;11;4;3;4;154,5899963;31;6,548894882;198,1770935;4774,288086;2865,060059;3071,350098
610187,9375;3;6;4;4;4;192,4100037;28;157,5321045;635,5806274;1042,015015;1793,94104;3171,290039
109180,2422;6;5;2;1;1;63,04000092;40;104,8283997;144,0718994;2372,251953;1523,967041;1731,920044
78600,04688;3;5;2;1;1;54,04999924;3;889,4595947;247,201004;585,2835083;7257,537109;1454,209961
189800,3125;6;4;2;2;1;68,22000122;26;2617,962891;1501,56604;544,8604736;4694,417969;2782,179932
320000,375;7;11;2;2;2;75,09999847;0;1431,630005;2342,634033;1411,418945;2156,282959;4260,990234
195000,2656;6;5;3;2;1;80,37999725;37;2257,225098;1555,446045;1011,398987;3575,468994;2425,97998
326100,1563;6;5;4;2;2;123,9100037;44;1736,645996;1390,980957;948,4307251;4556,727051;2631,75
175999,9375;2;5;2;2;2;67,09999847;4;1216,052002;443,9182129;4615,755859;942,5128174;2622,949951
314000,2813;6;8;3;2;3;116,1999969;36;3826,206055;1358,275024;1995,645996;5041,063965;2702,23999
623999,875;2;10;4;3;4;218,1199951;34;1722,430054;741,7941284;4039,287109;1723,47998;2860,810059
3000001,25;6;10;4;4;8;444;20;194,2158051;1199,901978;4996,640137;1167,797974;6756,759766
73000,32031;4;9;3;1;1;64;15;142,3748016;471,4176941;2127,332031;1682,161987;1140,630005
275773,6875;8;3;2;1;1;70,15000153;35;256,9809875;656,6744995;1496,365967;4322,431152;3931,199951
759000,8125;7;1;4;3;3;206;38;3369,13208;2151,427002;2232,897949;864,5697021;3684,469971
88600,21875;3;1;2;2;1;58;24;2278,529053;980,0369873;614,5042114;6045,404785;1527,589966
722200,125;7;9;3;3;2;148,7299957;36;1045,649048;292,8355103;3629,815918;2515,672119;4855,779785
130899,7344;4;11;2;1;1;52,91999817;36;339,3533936;700,9871216;3296,490967;3529,118896;2473,540039
339779,1563;4;6;3;2;2;115,4000015;26;1936,274048;389,8153076;315,9078064;3429,602051;2944,360107
479999,4375;4;9;4;3;3;156,8600006;28;2062,98999;1577,031982;3159,956055;1528,881958;3060,050049
124893,2578;6;5;2;2;1;54,29999924;38;4171,083984;183,6972961;3956,443115;3963,658936;2300,060059
854000,0625;7;3;4;4;4;220,0599976;37;2616,000977;1788,233032;1720,055054;1062,599976;3880,76001
178912,4219;7;6;3;2;1;70,76000214;27;2707,555908;681,5209961;5533,37207;3357,873047;2528,439941
113899,7813;7;6;2;1;1;51,59999847;30;2521,653076;1030,312012;439,530304;1832,416016;2207,360107
115800;8;3;2;1;1;50;27;1653,619995;260,6582947;3426,324951;2804,709961;2316
233519,9844;2;8;3;2;2;89;24;1274,875977;1794,198975;1213,161011;2049,620117;2623,820068
137400,0938;6;11;1;1;1;36,02000046;0;1551,432007;303,5671997;122,5121002;3895,76709;3814,550049
167899,7813;5;3;1;1;1;48,81999969;0;423,1567993;528,7235718;1263,77002;4449,724121;3439,159912
4656298;6;12;4;4;5;493,2200012;15;964,9801025;1380,034058;433,321991;1352,920044;9440,610352
376399,4063;7;10;4;3;2;120,0999985;23;1616,677002;581,2559204;390,0786133;5759,319824;3134,050049
72600,07813;2;6;2;1;1;52,97999954;17;1220,295044;329,5227966;1863,734009;5394,573242;1370,329956
419100,375;7;8;3;2;2;99,66999817;36;128,6186066;1933,890015;108,6856003;3101,99292;4204,879883
1349820;4;7;4;4;5;300;28;1234,667969;2403,314941;1317,550049;1719,562012;4499,399902
67699,85938;2;10;2;1;1;48,00999832;13;2818,490967;798,1732178;2578,2771;2532,746094;1410,119995
219995,9063;2;4;3;2;3;100,0599976;17;534,0509033;424,7354126;2155,331055;2797,062012;2198,639893
50004,32031;3;11;2;1;1;45,18000031;25;722,460022;325,5426941;2533,319092;2578,10498;1106,780029
2261401,5;5;3;5;5;5;308,2600098;33;429,2110901;1573,010986;1300,785034;3970,168945;7336,02002
275999,5938;5;3;3;2;2;91,93000031;36;1955,375;607,5540161;194,9745941;4277,952148;3002,280029
1483998,5;4;6;4;4;5;368,1199951;29;178,1589966;139,7662048;2112,576904;971,305603;4031,290039
791179,1875;7;10;4;3;3;159,8399963;30;1464,269043;519,7562256;434,2219849;3279,793945;4949,819824
400300,4063;3;9;4;3;2;138,7100067;36;378,7553101;170,452301;4771,952148;441,300415;2885,879883
888398,875;6;6;4;4;4;240,1000061;31;1659,44397;740,4882202;3986,260986;1746,676025;3700,120117
287300,2813;7;9;3;2;2;87,80999756;30;1655,85498;1398,03894;478,6430969;3010,737061;3271,840088
109418,1172;6;9;1;1;1;34;15;350,0079956;2506,979004;1090,717041;2298,825928;3218,179932
140280,25;5;5;2;2;1;62,86000061;29;2921,949951;720,2053833;2728,50708;2511,512939;2231,629883
492000,4688;2;10;4;3;3;167,0800018;34;1832,254028;754,4625854;4134,187012;1692,124023;2944,699951
88710,11719;8;2;2;1;1;47,54000092;13;3934,315918;88,23805237;3381,913086;7002,428223;1866,01001
241399,9375;3;11;2;2;2;64,58999634;29;746,1726074;2852,073975;948,496521;3604,580078;3737,419922
170000,25;2;12;3;2;2;75;14;552,7728882;2492,447998;607,0075073;2880,552002;2266,669922
178999,5781;2;12;3;2;2;87,40000153;21;372,0954895;1156,678955;1968,227051;887,2410889;2048,050049
208000;5;3;3;2;2;80;0;844,0977173;1313,218018;2375,983887;1690,902954;2600
120450,0469;3;3;2;1;1;48,16999817;27;887,3806763;709,4500122;499,6758118;6251,972168;2500,52002
212100;2;10;3;2;2;101;14;1423,88501;1169,177979;3163,881104;1290,01001;2100
85200,19531;3;3;1;1;1;41,24000168;15;788,8499146;440,040802;297,3570862;5971,616211;2065,959961
583000,3125;5;11;4;3;2;143,25;35;1360,858032;1810,730957;3030,237061;2982,10791;4069,810059
264000,5;2;4;4;2;2;114,0800018;30;1454,953003;1023,067993;3941,403076;1405,843018;2314,169922
1637998,625;6;4;4;4;5;310,1900024;37;1217,345947;1984,88501;521,6870728;4440,643066;5280,629883
206899,7813;5;9;3;2;2;73,51000214;39;998,986084;1639,626953;2334,795898;2015,613037;2814,580078
264999,8125;4;9;2;2;2;66,76000214;9;826,4904785;1439,581055;3537,654053;1330,536987;3969,439941
59500,04297;2;11;2;1;1;47,84000015;15;2205,400879;538,3607178;3469,955078;6283,583008;1243,72998
2075798,875;2;6;4;4;6;385,8900146;29;1107,610962;1095,415039;1159,418945;1488,206055;5379,25
2421429,5;6;12;4;4;4;334,8099976;12;850,5361938;1395,854004;444,4031982;1486,197998;7232,25
766100,4375;7;12;4;3;3;168,3999939;33;339,7536011;1432,301025;803,6486206;3348,51709;4549,290039
391399,9375;7;12;4;2;3;115,8899994;31;2326,062988;946,1456299;934,940918;4997,186035;3377,340088
316000,25;3;9;3;2;2;110,6800003;27;2324,201904;1092,311035;336,5079956;5359,867188;2855,080078
895298,875;3;6;4;3;4;180,0200043;29;117,9805984;1952,109985;954,3862915;2075,295898;4973,330078
575000,75;7;10;4;3;2;154,1900024;35;2083,320068;389,178894;4588,352051;1579,722046;3729,169922
63500,10938;3;7;1;1;1;35,09999847;7;290,1978149;762,1536865;2034,142944;2386,353027;1809,119995
986309,3125;5;10;4;3;4;234,5;32;2171,946045;843,4968262;4477,587891;1722,581055;4206,009766
